3.5133,2.0222,1
4.1078,4.029,1
5.5986,-0.1931,1
2.2742,0.0063228,1
2.5041,-2.6644,1
4.2229,-1.8557,1
-0.33532,-0.17032,1
0.63025,1.6644,1
0.99243,4.7109,1
5.7299,0.37226,1
1.0425,2.0063,1
-0.4106,3.4809,1
3.95,-0.93834,1
-0.046064,3.6018,1
0.061894,-2.0211,1
3.7114,3.6028,1
5.723,1.7572,1
3.0932,4.7241,1
2.5328,-2.4814,1
5.3867,0.037626,1
4.9712,1.609,1
1.3853,3.67,1
3.2092,0.35959,1
4.002,-2.4556,1
0.84235,4.6607,1
5.5186,0.54734,1
-1.3603,-0.04543,1
-1.613,0.18169,1
1.6993,1.9075,1
0.84838,3.3488,1
-0.98882,0.64223,1
3.5118,-1.9206,1
3.0327,1.6492,1
-0.99414,2.425,1
2.3968,1.2276,1
3.6411,-1.1822,1
4.7855,1.015,1
2.8699,1.4832,1
3.7609,4.4103,1
1.6091,3.2152,1
-0.08111,-0.58663,1
5.4462,0.72617,1
-0.14763,-2.3508,1
1.5952,0.62312,1
5.5902,2.6511,1
3.3689,0.83168,1
-0.87829,2.8347,1
-0.14437,3.9117,1
0.3974,3.9941,1
3.261,1.4294,1
5.2717,1.0133,1
5.7336,0.45339,1
0.53241,-2.2292,1
4.382,3.7643,1
2.9451,-2.2978,1
0.14908,-1.2857,1
0.51988,-0.71289,1
1.5442,4.6304,1
1.0497,-2.5086,1
5.2861,1.3343,1
0.26343,1.1957,1
2.4849,1.2149,1
4.8352,-0.030215,1
2.7106,1.3027,1
2.8015,1.4396,1
2.7718,-1.203,1
4.5969,-0.66822,1
-1.462,-0.88563,1
5.1533,-0.25754,1
-0.83086,2.0634,1
3.1207,4.2225,1
0.96192,2.8589,1
1.891,4.5541,1
4.7948,3.6835,1
1.7681,3.9797,1
4.708,-0.66119,1
2.6432,4.0053,1
1.5547,3.3869,1
-1.1861,-0.49722,1
-0.7928,0.24192,1
4.4582,0.32292,1
2.4493,2.4922,1
4.8788,3.7381,1
1.1921,-2.6303,1
-0.27795,1.2142,1
4.5374,2.9226,1
-0.23411,1.8794,1
4.1266,-1.1383,1
0.30378,-1.2581,1
-0.81684,1.6217,1
-1.9874,0.99816,1
0.26937,1.1659,1
5.4836,-0.64162,1
-1.0574,3.1456,1
2.7903,0.92944,1
1.0569,-0.78601,1
0.10358,2.9236,1
1.7243,3.0077,1
2.9093,1.9543,1
2.8612,-0.22671,1
2.3807,-1.9428,1
4.135,2.2296,1
2.3693,3.435,1
4.2761,3.8749,1
-0.82733,2.2348,1
2.1489,-2.9567,1
3.5713,3.1123,1
2.0386,4.28,1
-0.77813,-1.2226,1
3.1872,-2.1594,1
3.081,-0.66646,1
5.0738,-0.22133,1
-1.2328,0.5848,1
0.22007,2.744,1
3.8589,-1.0986,1
-0.043641,2.639,1
-0.13141,1.8226,1
2.0647,2,1
3.378,-0.75312,1
0.84133,-1.9061,1
2.3369,-1.1347,1
2.2295,4.7421,1
-1.935,0.66719,1
3.8934,4.1144,1
5.1276,2.0254,1
3.3126,3.069,1
3.1211,0.86466,1
-0.6625,1.4641,1
3.2181,-1.7732,1
4.5751,0.79623,1
0.022849,-1.692,1
1.4693,-2.9315,1
1.1388,-2.1349,1
1.9154,-1.6073,1
4.6124,3.1202,1
0.21143,3.7626,1
3.139,2.7818,1
1.1317,-1.0895,1
5.3134,0.48503,1
