1.4165,4.643,1
3.794,1.6471,1
2.3221,2.6435,1
-1.9598,3.2601,1
5.4149,-2.9336,1
4.597,3.1387,1
5.9771,-1.1788,1
5.3563,2.136,1
-1.1574,-0.85471,1
4.1108,3.4441,1
-1.166,0.75807,1
-0.2475,4.3817,1
0.56258,3.8604,1
0.078773,4.0245,1
-0.49386,3.0736,1
-1.7465,2.1387,1
2.535,0.011276,1
-0.29961,3.3373,1
-0.83645,0.91314,1
-1.8972,-1.5071,1
1.8818,3.7058,1
-0.87154,2.8577,1
3.5285,-2.7241,1
1.9109,4.7711,1
-1.1004,2.9457,1
3.1083,1.7535,1
1.989,1.5428,1
1.412,-2.3901,1
0.32469,1.4907,1
3.0667,4.4462,1
5.8222,-2.2512,1
3.2939,1.8222,1
1.7905,-0.14995,1
1.8046,2.3682,1
5.6772,-2.2873,1
4.3819,1.7262,1
5.2976,-2.191,1
0.34636,-2.5873,1
2.033,3.147,1
0.26388,-1.1971,1
0.65032,0.62601,1
3.8991,1.0791,1
1.0601,4.2439,1
5.7221,2.0261,1
-0.94375,1.9464,1
1.0642,4.9295,1
0.29462,2.6495,1
2.2816,-1.4543,1
3.5155,-2.5964,1
-0.52453,-2.6347,1
5.0803,3.7184,1
-1.0548,0.28332,1
-1.0382,1.5767,1
5.5951,-0.94892,1
5.9189,-0.20154,1
-0.33182,2.3266,1
5.7868,1.9816,1
-1.4917,-0.011924,1
-0.66999,-1.1498,1
-1.5823,4.2141,1
4.3463,-0.015885,1
4.6564,3.0307,1
2.9749,0.15275,1
0.87422,-2.2892,1
0.73342,1.3894,1
1.6844,2.1636,1
2.1082,3.5154,1
-1.2225,0.70971,1
2.7185,-1.5026,1
2.8906,-2.5845,1
2.6058,3.7388,1
1.9978,0.5122,1
-0.80754,-2.7738,1
4.0534,3.3688,1
0.34844,-2.0783,1
1.0007,3.6311,1
4.7342,2.3219,1
5.6811,4.5449,1
-1.0984,2.1863,1
1.8464,-2.4678,1
5.1822,0.97784,1
4.1704,-2.5171,1
0.09966,2.2086,1
-0.93117,2.1084,1
1.0795,3.1256,1
3.2233,0.051913,1
0.40015,-0.27888,1
5.3514,0.65013,1
1.54,0.63349,1
5.5623,-1.247,1
5.0592,-2.841,1
0.73412,3.1282,1
0.74243,1.9505,1
1.6242,-2.9187,1
2.7926,1.8125,1
3.1953,-0.25823,1
1.9464,2.6142,1
5.1024,-2.5595,1
-1.2131,2.1983,1
4.1126,4.9037,1
-0.9974,-0.084183,1
3.4098,0.0060654,1
4.9077,-0.66419,1
-0.9322,2.3812,1
-0.37932,3.9481,1
4.0093,0.35504,1
-1.9982,-1.8043,1
0.19067,3.9794,1
2.81,-0.43049,1
0.27434,0.48253,1
5.2301,4.4008,1
2.0423,2.0207,1
3.7541,-2.8087,1
2.5995,-2.6277,1
1.3803,0.74187,1
-1.819,-2.4794,1
5.3917,1.2731,1
0.93437,-0.088431,1
-0.78901,-1.8031,1
0.80642,-0.31227,1
4.2722,0.89391,1
